Time:512Hz,Epoch,Electrode,Event Id,Event Date,Event Duration
0.3925781250,6,20.0000000000,,,
0.3945312500,6,13.0000000000,,,
0.3964843750,6,22.0000000000,,,
0.3984375000,6,34.0000000000,,,
0.4003906250,6,42.0000000000,,,
0.4023437500,6,36.0000000000,,,
0.4042968750,6,24.0000000000,,,
0.4062500000,6,39.0000000000,,,
0.4082031250,6,60.0000000000,,,
0.4101562500,6,52.0000000000,,,
0.4121093750,6,34.0000000000,,,
0.4140625000,6,40.0000000000,,,
0.4160156250,6,60.0000000000,,,
0.4179687500,6,65.0000000000,,,
0.4199218750,6,65.0000000000,,,
0.4218750000,6,73.0000000000,,,
0.4238281250,6,86.0000000000,,,
0.4257812500,6,103.0000000000,,,
0.4277343750,6,112.0000000000,,,
0.4296875000,6,108.0000000000,,,
0.4316406250,6,117.0000000000,,,
0.4335937500,6,123.0000000000,,,
0.4355468750,6,134.0000000000,,,
0.4375000000,7,151.0000000000,,,
0.4394531250,7,167.0000000000,,,
0.4414062500,7,186.0000000000,,,
0.4433593750,7,203.0000000000,,,
0.4453125000,7,220.0000000000,,,
0.4472656250,7,258.0000000000,,,
0.4492187500,7,301.0000000000,,,
0.4511718750,7,332.0000000000,,,
0.4531250000,7,341.0000000000,,,
0.4550781250,7,345.0000000000,,,
0.4570312500,7,368.0000000000,,,
0.4589843750,7,384.0000000000,,,
0.4609375000,7,394.0000000000,,,
0.4628906250,7,417.0000000000,,,
0.4648437500,7,411.0000000000,,,
0.4667968750,7,376.0000000000,,,
0.4687500000,7,354.0000000000,,,
0.4707031250,7,369.0000000000,,,
0.4726562500,7,381.0000000000,,,
0.4746093750,7,365.0000000000,,,
0.4765625000,7,328.0000000000,,,
0.4785156250,7,297.0000000000,,,
0.4804687500,7,299.0000000000,,,
0.4824218750,7,294.0000000000,,,
0.4843750000,7,268.0000000000,,,
0.4863281250,7,229.0000000000,,,
0.4882812500,7,184.0000000000,,,
0.4902343750,7,130.0000000000,,,
0.4921875000,7,98.0000000000,,,
0.4941406250,7,99.0000000000,,,
0.4960937500,7,89.0000000000,,,
0.4980468750,7,53.0000000000,,,
0.5000000000,8,20.0000000000,,,
0.5019531250,8,-2.0000000000,,,
0.5039062500,8,-7.0000000000,,,
0.5058593750,8,-6.0000000000,,,
0.5078125000,8,-5.0000000000,,,
0.5097656250,8,-30.0000000000,,,
0.5117187500,8,-70.0000000000,,,
0.5136718750,8,-101.0000000000,,,
0.5156250000,8,-126.0000000000,,,
0.5175781250,8,-133.0000000000,,,
0.5195312500,8,-122.0000000000,,,
0.5214843750,8,-119.0000000000,,,
0.5234375000,8,-125.0000000000,,,
0.5253906250,8,-148.0000000000,,,
0.5273437500,8,-164.0000000000,,,
0.5292968750,8,-154.0000000000,,,
0.5312500000,8,-138.0000000000,33553,0.5312500000,0.0019531250
0.5332031250,8,-138.0000000000,33554,0.5332031250,0.0000000000
0.5351562500,8,-137.0000000000,,,
0.5371093750,8,-155.0000000000,,,
0.5390625000,8,-185.0000000000,,,
0.5410156250,8,-202.0000000000,,,
0.5429687500,8,-222.0000000000,,,
0.5449218750,8,-231.0000000000,,,
0.5468750000,8,-222.0000000000,,,
0.5488281250,8,-219.0000000000,,,
0.5507812500,8,-219.0000000000,,,
0.5527343750,8,-214.0000000000,,,
0.5546875000,8,-202.0000000000,,,
0.5566406250,8,-181.0000000000,,,
0.5585937500,8,-134.0000000000,,,
0.5605468750,8,-68.0000000000,,,
0.5625000000,9,-53.0000000000,,,
0.5644531250,9,-90.0000000000,,,
0.5664062500,9,-131.0000000000,,,
0.5683593750,9,-130.0000000000,,,
0.5703125000,9,-119.0000000000,,,
0.5722656250,9,-138.0000000000,,,
0.5742187500,9,-161.0000000000,,,
0.5761718750,9,-174.0000000000,,,
0.5781250000,9,-234.0000000000,,,
0.5800781250,9,-290.0000000000,,,
0.5820312500,9,-247.0000000000,,,
0.5839843750,9,-161.0000000000,,,
0.5859375000,9,-101.0000000000,,,
0.5878906250,9,-76.0000000000,,,
0.5898437500,9,-78.0000000000,,,
0.5917968750,9,-93.0000000000,,,
0.5937500000,9,-87.0000000000,,,
0.5957031250,9,-57.0000000000,,,
0.5976562500,9,-35.0000000000,,,
0.5996093750,9,-54.0000000000,,,
0.6015625000,9,-102.0000000000,,,
0.6035156250,9,-139.0000000000,,,
0.6054687500,9,-173.0000000000,,,
0.6074218750,9,-186.0000000000,,,
0.6093750000,9,-161.0000000000,,,
0.6113281250,9,-122.0000000000,,,
0.6132812500,9,-104.0000000000,,,
0.6152343750,9,-99.0000000000,,,
0.6171875000,9,-119.0000000000,,,
0.6191406250,9,-124.0000000000,,,
0.6210937500,9,-103.0000000000,,,
0.6230468750,9,-102.0000000000,,,
0.6250000000,10,-123.0000000000,,,
0.6269531250,10,-131.0000000000,,,
0.6289062500,10,-118.0000000000,,,
0.6308593750,10,-91.0000000000,,,
0.6328125000,10,-70.0000000000,,,
0.6347656250,10,-60.0000000000,,,
0.6367187500,10,-45.0000000000,,,
0.6386718750,10,-35.0000000000,,,
0.6406250000,10,-28.0000000000,,,
0.6425781250,10,-12.0000000000,,,
0.6445312500,10,-8.0000000000,,,
0.6464843750,10,-18.0000000000,,,
0.6484375000,10,-20.0000000000,,,
0.6503906250,10,-26.0000000000,,,
0.6523437500,10,-26.0000000000,,,
0.6542968750,10,-24.0000000000,,,
0.6562500000,10,-30.0000000000,,,
0.6582031250,10,-44.0000000000,33553,0.6582031250,0.0019531250
0.6601562500,10,-44.0000000000,33554,0.6601562500,0.0000000000
0.6621093750,10,-44.0000000000,,,
0.6640625000,10,-33.0000000000,,,
0.6660156250,10,-35.0000000000,,,
0.6679687500,10,-40.0000000000,,,
0.6699218750,10,-28.0000000000,,,
0.6718750000,10,-10.0000000000,,,
0.6738281250,10,-3.0000000000,,,
0.6757812500,10,-3.0000000000,,,
0.6777343750,10,1.0000000000,,,
0.6796875000,10,10.0000000000,,,
0.6816406250,10,8.0000000000,,,
0.6835937500,10,19.0000000000,,,
0.6855468750,10,33.0000000000,,,
0.6875000000,11,17.0000000000,,,
0.6894531250,11,4.0000000000,,,
0.6914062500,11,19.0000000000,,,
0.6933593750,11,52.0000000000,,,
0.6953125000,11,77.0000000000,,,
0.6972656250,11,72.0000000000,,,
0.6992187500,11,49.0000000000,,,
0.7011718750,11,43.0000000000,,,
0.7031250000,11,57.0000000000,,,
0.7050781250,11,54.0000000000,,,
0.7070312500,11,50.0000000000,,,
0.7089843750,11,53.0000000000,,,
0.7109375000,11,45.0000000000,,,
0.7128906250,11,34.0000000000,,,
0.7148437500,11,38.0000000000,,,
0.7167968750,11,49.0000000000,,,
0.7187500000,11,69.0000000000,,,
0.7207031250,11,91.0000000000,,,
0.7226562500,11,105.0000000000,,,
0.7246093750,11,99.0000000000,,,
0.7265625000,11,83.0000000000,,,
0.7285156250,11,64.0000000000,,,
0.7304687500,11,50.0000000000,,,
0.7324218750,11,59.0000000000,,,
0.7343750000,11,53.0000000000,,,
0.7363281250,11,23.0000000000,,,
0.7382812500,11,13.0000000000,,,
0.7402343750,11,6.0000000000,,,
0.7421875000,11,-13.0000000000,,,
0.7441406250,11,-35.0000000000,,,
0.7460937500,11,-21.0000000000,,,
0.7480468750,11,18.0000000000,,,
0.7500000000,12,50.0000000000,,,
0.7519531250,12,68.0000000000,,,
0.7539062500,12,70.0000000000,,,
0.7558593750,12,76.0000000000,,,
0.7578125000,12,96.0000000000,,,
0.7597656250,12,103.0000000000,,,
0.7617187500,12,72.0000000000,,,
0.7636718750,12,13.0000000000,,,
0.7656250000,12,-8.0000000000,,,
0.7675781250,12,3.0000000000,,,
0.7695312500,12,37.0000000000,,,
0.7714843750,12,69.0000000000,,,
0.7734375000,12,71.0000000000,,,
0.7753906250,12,61.0000000000,,,
0.7773437500,12,51.0000000000,,,
0.7792968750,12,49.0000000000,,,
0.7812500000,12,50.0000000000,,,
0.7832031250,12,54.0000000000,,,
0.7851562500,12,65.0000000000,,,
0.7871093750,12,70.0000000000,,,
0.7890625000,12,67.0000000000,,,
0.7910156250,12,58.0000000000,,,
0.7929687500,12,52.0000000000,,,
0.7949218750,12,58.0000000000,,,
0.7968750000,12,60.0000000000,,,
0.7988281250,12,66.0000000000,,,
0.8007812500,12,60.0000000000,,,
0.8027343750,12,29.0000000000,,,
0.8046875000,12,13.0000000000,,,
0.8066406250,12,32.0000000000,,,
0.8085937500,12,54.0000000000,,,
0.8105468750,12,56.0000000000,,,
0.8125000000,13,54.0000000000,,,
0.8144531250,13,57.0000000000,,,
0.8164062500,13,54.0000000000,,,
0.8183593750,13,56.0000000000,,,
0.8203125000,13,75.0000000000,,,
0.8222656250,13,91.0000000000,,,
0.8242187500,13,88.0000000000,,,
0.8261718750,13,82.0000000000,,,
0.8281250000,13,83.0000000000,,,
0.8300781250,13,75.0000000000,,,
0.8320312500,13,73.0000000000,,,
0.8339843750,13,67.0000000000,,,
0.8359375000,13,55.0000000000,,,
0.8378906250,13,56.0000000000,,,
0.8398437500,13,64.0000000000,,,
0.8417968750,13,56.0000000000,,,
0.8437500000,13,39.0000000000,,,
0.8457031250,13,35.0000000000,,,
0.8476562500,13,41.0000000000,33553,0.8476562500,0.0019531250
0.8496093750,13,41.0000000000,33554,0.8496093750,0.0000000000
0.8515625000,13,44.0000000000,,,
0.8535156250,13,49.0000000000,,,
0.8554687500,13,40.0000000000,,,
0.8574218750,13,42.0000000000,,,
0.8593750000,13,58.0000000000,,,
0.8613281250,13,72.0000000000,,,
0.8632812500,13,89.0000000000,,,
0.8652343750,13,97.0000000000,,,
0.8671875000,13,107.0000000000,,,
0.8691406250,13,139.0000000000,,,
0.8710937500,13,161.0000000000,,,
0.8730468750,13,151.0000000000,,,
0.8750000000,14,133.0000000000,,,
0.8769531250,14,104.0000000000,,,
0.8789062500,14,83.0000000000,,,
0.8808593750,14,82.0000000000,,,
0.8828125000,14,73.0000000000,,,
0.8847656250,14,38.0000000000,,,
0.8867187500,14,-4.0000000000,,,
0.8886718750,14,-14.0000000000,,,
0.8906250000,14,19.0000000000,,,
0.8925781250,14,68.0000000000,,,
0.8945312500,14,82.0000000000,,,
0.8964843750,14,81.0000000000,,,
0.8984375000,14,84.0000000000,,,
0.9003906250,14,101.0000000000,,,
0.9023437500,14,130.0000000000,,,
0.9042968750,14,154.0000000000,,,
0.9062500000,14,153.0000000000,,,
0.9082031250,14,139.0000000000,,,
0.9101562500,14,122.0000000000,,,
0.9121093750,14,106.0000000000,,,
0.9140625000,14,103.0000000000,,,
0.9160156250,14,92.0000000000,,,
0.9179687500,14,72.0000000000,,,
0.9199218750,14,60.0000000000,,,
0.9218750000,14,36.0000000000,,,
0.9238281250,14,24.0000000000,,,
0.9257812500,14,39.0000000000,,,
0.9277343750,14,58.0000000000,,,
0.9296875000,14,67.0000000000,,,
0.9316406250,14,59.0000000000,,,
0.9335937500,14,55.0000000000,,,
0.9355468750,14,84.0000000000,,,
0.9375000000,15,92.0000000000,,,
0.9394531250,15,61.0000000000,,,
0.9414062500,15,33.0000000000,,,
0.9433593750,15,17.0000000000,,,
0.9453125000,15,4.0000000000,,,
0.9472656250,15,8.0000000000,,,
0.9492187500,15,10.0000000000,,,
0.9511718750,15,-2.0000000000,,,
0.9531250000,15,-18.0000000000,,,
0.9550781250,15,-8.0000000000,,,
0.9570312500,15,12.0000000000,,,
0.9589843750,15,22.0000000000,,,
0.9609375000,15,23.0000000000,,,
0.9628906250,15,19.0000000000,,,
0.9648437500,15,29.0000000000,,,
0.9667968750,15,41.0000000000,,,
0.9687500000,15,54.0000000000,,,
0.9707031250,15,66.0000000000,,,
0.9726562500,15,70.0000000000,,,
0.9746093750,15,67.0000000000,33553,0.9746093750,0.0078125000
0.9765625000,15,67.0000000000,,,
0.9785156250,15,67.0000000000,,,
0.9804687500,15,67.0000000000,,,
0.9824218750,15,67.0000000000,33554,0.9824218750,0.0000000000
0.9843750000,15,48.0000000000,,,
0.9863281250,15,26.0000000000,,,
0.9882812500,15,32.0000000000,,,
0.9902343750,15,66.0000000000,,,
0.9921875000,15,102.0000000000,,,
0.9941406250,15,115.0000000000,,,
0.9960937500,15,114.0000000000,,,
0.9980468750,15,109.0000000000,,,
1.0000000000,16,99.0000000000,,,
1.0019531250,16,91.0000000000,,,
1.0039062500,16,102.0000000000,,,
1.0058593750,16,118.0000000000,,,
1.0078125000,16,123.0000000000,,,
1.0097656250,16,109.0000000000,,,
1.0117187500,16,77.0000000000,,,
1.0136718750,16,64.0000000000,,,
1.0156250000,16,67.0000000000,,,
1.0175781250,16,72.0000000000,,,
1.0195312500,16,80.0000000000,,,
1.0214843750,16,82.0000000000,,,
1.0234375000,16,85.0000000000,,,
1.0253906250,16,91.0000000000,,,
1.0273437500,16,76.0000000000,,,
1.0292968750,16,40.0000000000,,,
1.0312500000,16,21.0000000000,,,
1.0332031250,16,38.0000000000,,,
1.0351562500,16,61.0000000000,,,
1.0371093750,16,64.0000000000,,,
1.0390625000,16,57.0000000000,,,
1.0410156250,16,67.0000000000,,,
1.0429687500,16,77.0000000000,,,
1.0449218750,16,84.0000000000,33553,1.0449218750,0.0058593750
1.0468750000,16,84.0000000000,,,
1.0488281250,16,84.0000000000,,,
1.0507812500,16,84.0000000000,33554,1.0507812500,0.0000000000
1.0527343750,16,84.0000000000,,,
1.0546875000,16,88.0000000000,,,
1.0566406250,16,83.0000000000,,,
1.0585937500,16,55.0000000000,,,
1.0605468750,16,25.0000000000,,,
1.0625000000,17,34.0000000000,,,
1.0644531250,17,54.0000000000,,,
1.0664062500,17,48.0000000000,,,
1.0683593750,17,27.0000000000,,,
1.0703125000,17,24.0000000000,,,
1.0722656250,17,28.0000000000,,,
1.0742187500,17,41.0000000000,,,
1.0761718750,17,69.0000000000,,,
1.0781250000,17,80.0000000000,,,
1.0800781250,17,55.0000000000,,,
1.0820312500,17,43.0000000000,,,
1.0839843750,17,57.0000000000,,,
1.0859375000,17,70.0000000000,,,
1.0878906250,17,77.0000000000,,,
1.0898437500,17,87.0000000000,,,
1.0917968750,17,73.0000000000,,,
1.0937500000,17,28.0000000000,,,
1.0957031250,17,23.0000000000,,,
1.0976562500,17,42.0000000000,,,
1.0996093750,17,60.0000000000,,,
1.1015625000,17,66.0000000000,,,
1.1035156250,17,67.0000000000,,,
1.1054687500,17,72.0000000000,,,
1.1074218750,17,72.0000000000,,,
1.1093750000,17,75.0000000000,,,
1.1113281250,17,91.0000000000,,,
1.1132812500,17,116.0000000000,,,
1.1152343750,17,122.0000000000,,,
1.1171875000,17,118.0000000000,,,
1.1191406250,17,125.0000000000,,,
1.1210937500,17,147.0000000000,,,
1.1230468750,17,151.0000000000,,,
1.1250000000,18,119.0000000000,,,
1.1269531250,18,80.0000000000,,,
1.1289062500,18,69.0000000000,,,
1.1308593750,18,83.0000000000,,,
1.1328125000,18,70.0000000000,,,
1.1347656250,18,39.0000000000,,,
1.1367187500,18,21.0000000000,,,
1.1386718750,18,9.0000000000,,,
1.1406250000,18,-4.0000000000,,,
1.1425781250,18,-9.0000000000,,,
1.1445312500,18,-10.0000000000,,,
1.1464843750,18,-6.0000000000,,,
1.1484375000,18,-4.0000000000,,,
1.1503906250,18,18.0000000000,,,
1.1523437500,18,42.0000000000,,,
1.1542968750,18,50.0000000000,,,
1.1562500000,18,52.0000000000,,,
1.1582031250,18,48.0000000000,,,
1.1601562500,18,42.0000000000,,,
1.1621093750,18,58.0000000000,,,
1.1640625000,18,74.0000000000,,,
1.1660156250,18,64.0000000000,,,
1.1679687500,18,48.0000000000,,,
1.1699218750,18,44.0000000000,,,
1.1718750000,18,64.0000000000,,,
1.1738281250,18,81.0000000000,,,
1.1757812500,18,100.0000000000,33553,1.1757812500,0.0019531250
1.1777343750,18,100.0000000000,33554,1.1777343750,0.0000000000
1.1796875000,18,93.0000000000,,,
1.1816406250,18,83.0000000000,,,
1.1835937500,18,90.0000000000,,,
1.1855468750,18,84.0000000000,,,
1.1875000000,19,60.0000000000,,,
1.1894531250,19,48.0000000000,,,
1.1914062500,19,53.0000000000,,,
1.1933593750,19,70.0000000000,,,
1.1953125000,19,89.0000000000,,,
1.1972656250,19,104.0000000000,,,
1.1992187500,19,102.0000000000,,,
1.2011718750,19,87.0000000000,,,
1.2031250000,19,81.0000000000,,,
1.2050781250,19,85.0000000000,,,
1.2070312500,19,73.0000000000,,,
1.2089843750,19,43.0000000000,,,
1.2109375000,19,27.0000000000,,,
1.2128906250,19,19.0000000000,,,
1.2148437500,19,4.0000000000,,,
1.2167968750,19,-7.0000000000,,,
1.2187500000,19,-17.0000000000,,,
1.2207031250,19,-12.0000000000,,,
1.2226562500,19,-17.0000000000,,,
1.2246093750,19,-30.0000000000,,,
1.2265625000,19,-38.0000000000,,,
1.2285156250,19,-39.0000000000,,,
1.2304687500,19,-45.0000000000,,,
1.2324218750,19,-56.0000000000,,,
1.2343750000,19,-53.0000000000,,,
1.2363281250,19,-29.0000000000,,,
1.2382812500,19,-12.0000000000,,,
1.2402343750,19,-12.0000000000,,,
1.2421875000,19,-10.0000000000,,,
1.2441406250,19,-9.0000000000,,,
1.2460937500,19,-26.0000000000,,,
1.2480468750,19,-45.0000000000,,,
1.2500000000,20,-69.0000000000,,,
1.2519531250,20,-74.0000000000,,,
1.2539062500,20,-53.0000000000,,,
1.2558593750,20,-20.0000000000,,,
1.2578125000,20,-6.0000000000,,,
1.2597656250,20,-4.0000000000,,,
1.2617187500,20,-2.0000000000,,,
1.2636718750,20,10.0000000000,,,
1.2656250000,20,42.0000000000,,,
1.2675781250,20,70.0000000000,,,
1.2695312500,20,86.0000000000,,,
1.2714843750,20,76.0000000000,,,
1.2734375000,20,55.0000000000,,,
1.2753906250,20,55.0000000000,,,
1.2773437500,20,65.0000000000,,,
1.2792968750,20,80.0000000000,,,
1.2812500000,20,100.0000000000,,,
1.2832031250,20,104.0000000000,,,
1.2851562500,20,97.0000000000,,,
1.2871093750,20,97.0000000000,,,
1.2890625000,20,102.0000000000,,,
1.2910156250,20,115.0000000000,,,
1.2929687500,20,135.0000000000,,,
1.2949218750,20,155.0000000000,,,
1.2968750000,20,168.0000000000,,,
1.2988281250,20,166.0000000000,,,
1.3007812500,20,148.0000000000,,,
1.3027343750,20,133.0000000000,33553,1.3027343750,0.0019531250
1.3046875000,20,133.0000000000,33554,1.3046875000,0.0000000000
1.3066406250,20,132.0000000000,,,
1.3085937500,20,149.0000000000,,,
1.3105468750,20,150.0000000000,,,
1.3125000000,21,114.0000000000,,,
1.3144531250,21,84.0000000000,,,
1.3164062500,21,87.0000000000,,,
1.3183593750,21,84.0000000000,,,
1.3203125000,21,74.0000000000,,,
1.3222656250,21,72.0000000000,,,
1.3242187500,21,82.0000000000,,,
1.3261718750,21,89.0000000000,,,
1.3281250000,21,80.0000000000,,,
1.3300781250,21,52.0000000000,,,
1.3320312500,21,44.0000000000,,,
1.3339843750,21,50.0000000000,,,
1.3359375000,21,45.0000000000,,,
1.3378906250,21,28.0000000000,,,
1.3398437500,21,11.0000000000,,,
1.3417968750,21,18.0000000000,,,
1.3437500000,21,23.0000000000,,,
1.3457031250,21,4.0000000000,,,
1.3476562500,21,-9.0000000000,,,
1.3496093750,21,-2.0000000000,,,
1.3515625000,21,6.0000000000,,,
1.3535156250,21,-26.0000000000,,,
1.3554687500,21,-70.0000000000,,,
1.3574218750,21,-69.0000000000,,,
1.3593750000,21,-35.0000000000,,,
1.3613281250,21,-22.0000000000,,,
1.3632812500,21,-29.0000000000,,,
1.3652343750,21,-33.0000000000,,,
1.3671875000,21,-29.0000000000,,,
1.3691406250,21,-29.0000000000,,,
1.3710937500,21,-21.0000000000,,,
1.3730468750,21,-18.0000000000,,,
1.3750000000,22,-28.0000000000,,,
1.3769531250,22,-37.0000000000,,,
1.3789062500,22,-33.0000000000,,,
1.3808593750,22,-19.0000000000,,,
1.3828125000,22,5.0000000000,,,
1.3847656250,22,51.0000000000,,,
1.3867187500,22,81.0000000000,,,
1.3886718750,22,83.0000000000,,,
