,Time:512Hz,Epoch,Electrode,Event Id
1024,2.0,32,88.0,0
1025,2.001953125,32,68.0,33552
1026,2.00390625,32,51.0,0
1027,2.005859375,32,48.0,0
1028,2.0078125,32,53.0,0
1029,2.009765625,32,52.0,0
1030,2.01171875,32,35.0,0
1031,2.013671875,32,5.0,0
1032,2.015625,32,-21.0,0
1033,2.017578125,32,-17.0,0
1034,2.01953125,32,-6.0,0
1035,2.021484375,32,8.0,0
1036,2.0234375,32,21.0,0
1037,2.025390625,32,35.0,0
1038,2.02734375,32,58.0,0
1039,2.029296875,32,56.0,0
1040,2.03125,32,37.0,0
1041,2.033203125,32,41.0,0
1042,2.03515625,32,64.0,0
1043,2.037109375,32,75.0,0
1044,2.0390625,32,87.0,0
1045,2.041015625,32,101.0,0
1046,2.04296875,32,76.0,0
1047,2.044921875,32,41.0,0
1048,2.046875,32,22.0,0
1049,2.048828125,32,6.0,0
1050,2.05078125,32,2.0,0
1051,2.052734375,32,9.0,0
1052,2.0546875,32,13.0,0
1053,2.056640625,32,4.0,0
1054,2.05859375,32,-19.0,0
1055,2.060546875,32,-14.0,0
1056,2.0625,33,1.0,0
1057,2.064453125,33,6.0,0
1058,2.06640625,33,10.0,0
1059,2.068359375,33,38.0,0
1060,2.0703125,33,53.0,0
1061,2.072265625,33,50.0,0
1062,2.07421875,33,54.0,0
1063,2.076171875,33,72.0,0
1064,2.078125,33,87.0,0
1065,2.080078125,33,85.0,0
1066,2.08203125,33,75.0,0
1067,2.083984375,33,59.0,0
1068,2.0859375,33,67.0,0
1069,2.087890625,33,107.0,0
1070,2.08984375,33,138.0,0
1071,2.091796875,33,132.0,0
1072,2.09375,33,107.0,0
1073,2.095703125,33,98.0,0
1074,2.09765625,33,102.0,0
1075,2.099609375,33,109.0,0
1076,2.1015625,33,102.0,0
1077,2.103515625,33,100.0,0
1078,2.10546875,33,106.0,0
1079,2.107421875,33,96.0,0
1080,2.109375,33,84.0,0
1081,2.111328125,33,108.0,0
1082,2.11328125,33,128.0,0
1083,2.115234375,33,117.0,0
1084,2.1171875,33,107.0,0
1085,2.119140625,33,92.0,0
1086,2.12109375,33,74.0,0
1087,2.123046875,33,50.0,0
1088,2.125,34,25.0,0
1089,2.126953125,34,4.0,0
1090,2.12890625,34,-7.0,0
1091,2.130859375,34,-7.0,0
1092,2.1328125,34,0.0,0
1093,2.134765625,34,-3.0,0
1094,2.13671875,34,6.0,0
1095,2.138671875,34,1.0,0
1096,2.140625,34,-20.0,0
1097,2.142578125,34,-40.0,0
1098,2.14453125,34,-55.0,0
1099,2.146484375,34,-43.0,0
1100,2.1484375,34,-36.0,0
1101,2.150390625,34,-38.0,0
1102,2.15234375,34,-18.0,0
1103,2.154296875,34,23.0,0
1104,2.15625,34,27.0,0
1105,2.158203125,34,10.0,0
1106,2.16015625,34,3.0,0
1107,2.162109375,34,11.0,0
1108,2.1640625,34,-5.0,0
1109,2.166015625,34,-40.0,0
1110,2.16796875,34,-61.0,0
1111,2.169921875,34,-85.0,0
1112,2.171875,34,-119.0,0
1113,2.173828125,34,-129.0,0
1114,2.17578125,34,-86.0,0
1115,2.177734375,34,-21.0,0
1116,2.1796875,34,26.0,0
1117,2.181640625,34,25.0,0
1118,2.18359375,34,-26.0,0
1119,2.185546875,34,-58.0,0
1120,2.1875,35,-53.0,0
1121,2.189453125,35,-33.0,0
1122,2.19140625,35,-7.0,0
1123,2.193359375,35,-2.0,0
1124,2.1953125,35,-35.0,0
1125,2.197265625,35,-65.0,0
1126,2.19921875,35,-74.0,0
1127,2.201171875,35,-70.0,0
1128,2.203125,35,-51.0,0
1129,2.205078125,35,-33.0,0
1130,2.20703125,35,-18.0,0
1131,2.208984375,35,-5.0,0
1132,2.2109375,35,-22.0,0
1133,2.212890625,35,-56.0,0
1134,2.21484375,35,-82.0,0
1135,2.216796875,35,-84.0,0
1136,2.21875,35,-67.0,0
1137,2.220703125,35,-54.0,0
1138,2.22265625,35,-61.0,0
1139,2.224609375,35,-85.0,0
1140,2.2265625,35,-88.0,0
1141,2.228515625,35,-83.0,0
1142,2.23046875,35,-102.0,0
1143,2.232421875,35,-134.0,0
1144,2.234375,35,-132.0,0
1145,2.236328125,35,-92.0,0
1146,2.23828125,35,-73.0,0
1147,2.240234375,35,-71.0,0
1148,2.2421875,35,-42.0,0
1149,2.244140625,35,11.0,0
1150,2.24609375,35,108.0,0
1151,2.248046875,35,212.0,0
1152,2.25,36,202.0,0
1153,2.251953125,36,104.0,0
1154,2.25390625,36,66.0,0
1155,2.255859375,36,56.0,0
1156,2.2578125,36,35.0,0
1157,2.259765625,36,-2.0,0
1158,2.26171875,36,-35.0,0
1159,2.263671875,36,-35.0,0
1160,2.265625,36,1.0,0
1161,2.267578125,36,60.0,0
1162,2.26953125,36,176.0,0
1163,2.271484375,36,220.0,0
1164,2.2734375,36,129.0,0
1165,2.275390625,36,51.0,0
1166,2.27734375,36,68.0,0
1167,2.279296875,36,68.0,0
1168,2.28125,36,3.0,0
1169,2.283203125,36,-24.0,0
1170,2.28515625,36,-6.0,0
1171,2.287109375,36,25.0,0
1172,2.2890625,36,27.0,0
1173,2.291015625,36,41.0,0
1174,2.29296875,36,83.0,0
1175,2.294921875,36,67.0,0
1176,2.296875,36,28.0,0
1177,2.298828125,36,16.0,0
1178,2.30078125,36,28.0,0
1179,2.302734375,36,48.0,0
1180,2.3046875,36,53.0,0
1181,2.306640625,36,50.0,0
1182,2.30859375,36,68.0,0
1183,2.310546875,36,117.0,0
1184,2.3125,37,150.0,0
1185,2.314453125,37,161.0,0
1186,2.31640625,37,161.0,0
1187,2.318359375,37,136.0,0
1188,2.3203125,37,116.0,0
1189,2.322265625,37,100.0,0
1190,2.32421875,37,91.0,0
