,Time:512Hz,Epoch,Electrode,Event Id
1024,2.0,32,225.0,0.0
1025,2.001953125,32,204.0,0.0
1026,2.00390625,32,133.0,0.0
1027,2.005859375,32,86.0,0.0
1028,2.0078125,32,74.0,0.0
1029,2.009765625,32,123.0,0.0
1030,2.01171875,32,151.0,0.0
1031,2.013671875,32,80.0,0.0
1032,2.015625,32,34.0,0.0
1033,2.017578125,32,80.0,0.0
1034,2.01953125,32,182.0,0.0
1035,2.021484375,32,227.0,0.0
1036,2.0234375,32,176.0,0.0
1037,2.025390625,32,121.0,0.0
1038,2.02734375,32,148.0,0.0
1039,2.029296875,32,210.0,0.0
1040,2.03125,32,154.0,0.0
1041,2.033203125,32,25.0,0.0
1042,2.03515625,32,-40.0,0.0
1043,2.037109375,32,2.0,0.0
1044,2.0390625,32,97.0,0.0
1045,2.041015625,32,185.0,0.0
1046,2.04296875,32,178.0,0.0
1047,2.044921875,32,92.0,0.0
1048,2.046875,32,73.0,0.0
1049,2.048828125,32,121.0,0.0
1050,2.05078125,32,154.0,0.0
1051,2.052734375,32,112.0,0.0
1052,2.0546875,32,33.0,0.0
1053,2.056640625,32,16.0,0.0
1054,2.05859375,32,44.0,0.0
1055,2.060546875,32,44.0,0.0
1056,2.0625,33,5.0,0.0
1057,2.064453125,33,-36.0,0.0
1058,2.06640625,33,-26.0,0.0
1059,2.068359375,33,18.0,0.0
1060,2.0703125,33,64.0,0.0
1061,2.072265625,33,76.0,0.0
1062,2.07421875,33,39.0,0.0
1063,2.076171875,33,0.0,0.0
1064,2.078125,33,-26.0,0.0
1065,2.080078125,33,-4.0,0.0
1066,2.08203125,33,93.0,0.0
1067,2.083984375,33,152.0,0.0
1068,2.0859375,33,64.0,0.0
1069,2.087890625,33,-36.0,0.0
1070,2.08984375,33,-56.0,0.0
1071,2.091796875,33,-55.0,0.0
1072,2.09375,33,-56.0,0.0
1073,2.095703125,33,-77.0,0.0
1074,2.09765625,33,-92.0,0.0
1075,2.099609375,33,-90.0,0.0
1076,2.1015625,33,-44.0,0.0
1077,2.103515625,33,17.0,0.0
1078,2.10546875,33,22.0,0.0
1079,2.107421875,33,-25.0,0.0
1080,2.109375,33,-44.0,0.0
1081,2.111328125,33,-26.0,0.0
1082,2.11328125,33,-8.0,0.0
1083,2.115234375,33,2.0,0.0
1084,2.1171875,33,10.0,0.0
1085,2.119140625,33,-6.0,0.0
1086,2.12109375,33,-10.0,0.0
1087,2.123046875,33,-5.0,0.0
1088,2.125,34,-30.0,0.0
1089,2.126953125,34,-27.0,0.0
1090,2.12890625,34,-7.0,0.0
1091,2.130859375,34,-13.0,0.0
1092,2.1328125,34,-6.0,0.0
1093,2.134765625,34,25.0,0.0
1094,2.13671875,34,40.0,0.0
1095,2.138671875,34,32.0,0.0
1096,2.140625,34,9.0,0.0
1097,2.142578125,34,-13.0,0.0
1098,2.14453125,34,-13.0,0.0
1099,2.146484375,34,35.0,0.0
1100,2.1484375,34,38.0,0.0
1101,2.150390625,34,1.0,0.0
1102,2.15234375,34,-33.0,0.0
1103,2.154296875,34,-11.0,0.0
1104,2.15625,34,12.0,0.0
1105,2.158203125,34,-12.0,0.0
1106,2.16015625,34,-26.0,0.0
1107,2.162109375,34,-17.0,0.0
1108,2.1640625,34,-20.0,0.0
1109,2.166015625,34,35.0,0.0
1110,2.16796875,34,81.0,0.0
1111,2.169921875,34,-5.0,0.0
1112,2.171875,34,-82.0,0.0
1113,2.173828125,34,-84.0,0.0
1114,2.17578125,34,-46.0,0.0
1115,2.177734375,34,-27.0,0.0
1116,2.1796875,34,-86.0,0.0
1117,2.181640625,34,-147.0,0.0
1118,2.18359375,34,-181.0,0.0
1119,2.185546875,34,-166.0,0.0
1120,2.1875,35,-84.0,0.0
1121,2.189453125,35,35.0,0.0
1122,2.19140625,35,105.0,0.0
1123,2.193359375,35,50.0,0.0
1124,2.1953125,35,-54.0,0.0
1125,2.197265625,35,-54.0,0.0
1126,2.19921875,35,18.0,0.0
1127,2.201171875,35,3.0,0.0
1128,2.203125,35,-88.0,0.0
1129,2.205078125,35,-162.0,0.0
1130,2.20703125,35,-146.0,0.0
1131,2.208984375,35,-81.0,0.0
1132,2.2109375,35,-76.0,0.0
1133,2.212890625,35,-90.0,0.0
1134,2.21484375,35,-83.0,0.0
1135,2.216796875,35,-65.0,0.0
1136,2.21875,35,-37.0,0.0
1137,2.220703125,35,2.0,0.0
1138,2.22265625,35,26.0,0.0
1139,2.224609375,35,85.0,0.0
1140,2.2265625,35,115.0,0.0
1141,2.228515625,35,117.0,0.0
1142,2.23046875,35,156.0,0.0
1143,2.232421875,35,152.0,0.0
1144,2.234375,35,86.0,0.0
1145,2.236328125,35,42.0,0.0
1146,2.23828125,35,27.0,0.0
1147,2.240234375,35,53.0,0.0
1148,2.2421875,35,81.0,0.0
1149,2.244140625,35,86.0,0.0
1150,2.24609375,35,114.0,0.0
1151,2.248046875,35,135.0,0.0
1152,2.25,36,164.0,0.0
1153,2.251953125,36,244.0,0.0
1154,2.25390625,36,211.0,0.0
1155,2.255859375,36,43.0,0.0
1156,2.2578125,36,-58.0,0.0
1157,2.259765625,36,-29.0,0.0
1158,2.26171875,36,7.0,0.0
1159,2.263671875,36,-14.0,0.0
1160,2.265625,36,-45.0,0.0
1161,2.267578125,36,-73.0,0.0
1162,2.26953125,36,-17.0,0.0
1163,2.271484375,36,87.0,0.0
1164,2.2734375,36,103.0,0.0
1165,2.275390625,36,57.0,0.0
1166,2.27734375,36,40.0,0.0
1167,2.279296875,36,66.0,0.0
1168,2.28125,36,28.0,0.0
1169,2.283203125,36,-42.0,0.0
1170,2.28515625,36,-53.0,0.0
1171,2.287109375,36,-1.0,0.0
1172,2.2890625,36,52.0,0.0
1173,2.291015625,36,21.0,0.0
1174,2.29296875,36,-30.0,0.0
1175,2.294921875,36,-3.0,0.0
1176,2.296875,36,52.0,0.0
1177,2.298828125,36,41.0,0.0
1178,2.30078125,36,22.0,0.0
1179,2.302734375,36,34.0,0.0
1180,2.3046875,36,77.0,0.0
1181,2.306640625,36,136.0,0.0
1182,2.30859375,36,97.0,0.0
1183,2.310546875,36,56.0,0.0
1184,2.3125,37,75.0,0.0
1185,2.314453125,37,103.0,0.0
1186,2.31640625,37,59.0,0.0
1187,2.318359375,37,-44.0,0.0
1188,2.3203125,37,-89.0,0.0
1189,2.322265625,37,-22.0,0.0
1190,2.32421875,37,103.0,0.0
1191,2.326171875,37,194.0,0.0
1192,2.328125,37,198.0,0.0
1193,2.330078125,37,173.0,0.0
1194,2.33203125,37,192.0,0.0
1195,2.333984375,37,242.0,0.0
1196,2.3359375,37,195.0,0.0
1197,2.337890625,37,93.0,0.0
1198,2.33984375,37,48.0,0.0
1199,2.341796875,37,5.0,0.0
1200,2.34375,37,-54.0,0.0
1201,2.345703125,37,-68.0,0.0
1202,2.34765625,37,-11.0,0.0
1203,2.349609375,37,33.0,0.0
1204,2.3515625,37,53.0,0.0
1205,2.353515625,37,105.0,0.0
1206,2.35546875,37,122.0,0.0
1207,2.357421875,37,96.0,0.0
1208,2.359375,37,84.0,0.0
1209,2.361328125,37,85.0,0.0
1210,2.36328125,37,84.0,0.0
1211,2.365234375,37,58.0,0.0
1212,2.3671875,37,83.0,0.0
1213,2.369140625,37,123.0,0.0
1214,2.37109375,37,122.0,0.0
1215,2.373046875,37,113.0,0.0
1216,2.375,38,113.0,0.0
1217,2.376953125,38,129.0,0.0
1218,2.37890625,38,155.0,0.0
1219,2.380859375,38,108.0,0.0
1220,2.3828125,38,18.0,0.0
1221,2.384765625,38,8.0,0.0
1222,2.38671875,38,11.0,0.0
1223,2.388671875,38,-34.0,0.0
1224,2.390625,38,-24.0,0.0
1225,2.392578125,38,28.0,0.0
1226,2.39453125,38,83.0,0.0
1227,2.396484375,38,101.0,0.0
1228,2.3984375,38,105.0,0.0
1229,2.400390625,38,98.0,0.0
1230,2.40234375,38,120.0,0.0
1231,2.404296875,38,155.0,0.0
1232,2.40625,38,162.0,0.0
1233,2.408203125,38,123.0,0.0
1234,2.41015625,38,43.0,0.0
1235,2.412109375,38,-18.0,0.0
1236,2.4140625,38,-22.0,0.0
1237,2.416015625,38,10.0,0.0
1238,2.41796875,38,50.0,0.0
1239,2.419921875,38,24.0,0.0
1240,2.421875,38,18.0,0.0
1241,2.423828125,38,58.0,0.0
1242,2.42578125,38,42.0,0.0
1243,2.427734375,38,12.0,0.0
1244,2.4296875,38,59.0,0.0
1245,2.431640625,38,148.0,0.0
1246,2.43359375,38,140.0,0.0
1247,2.435546875,38,58.0,0.0
1248,2.4375,39,20.0,0.0
1249,2.439453125,39,-10.0,0.0
1250,2.44140625,39,-51.0,0.0
1251,2.443359375,39,-57.0,0.0
1252,2.4453125,39,-9.0,0.0
1253,2.447265625,39,40.0,0.0
1254,2.44921875,39,17.0,0.0
1255,2.451171875,39,-11.0,0.0
1256,2.453125,39,-2.0,0.0
1257,2.455078125,39,39.0,0.0
1258,2.45703125,39,105.0,0.0
1259,2.458984375,39,129.0,0.0
1260,2.4609375,39,124.0,0.0
1261,2.462890625,39,112.0,0.0
1262,2.46484375,39,89.0,0.0
1263,2.466796875,39,80.0,0.0
1264,2.46875,39,134.0,0.0
1265,2.470703125,39,199.0,0.0
1266,2.47265625,39,186.0,0.0
1267,2.474609375,39,131.0,0.0
1268,2.4765625,39,102.0,0.0
1269,2.478515625,39,136.0,0.0
1270,2.48046875,39,181.0,0.0
1271,2.482421875,39,172.0,0.0
1272,2.484375,39,147.0,0.0
1273,2.486328125,39,177.0,0.0
1274,2.48828125,39,201.0,0.0
1275,2.490234375,39,157.0,0.0
1276,2.4921875,39,141.0,0.0
1277,2.494140625,39,161.0,0.0
1278,2.49609375,39,154.0,0.0
1279,2.498046875,39,132.0,0.0
1280,2.5,40,128.0,0.0
1281,2.501953125,40,97.0,0.0
1282,2.50390625,40,42.0,0.0
1283,2.505859375,40,17.0,0.0
1284,2.5078125,40,-23.0,0.0
1285,2.509765625,40,-29.0,0.0
1286,2.51171875,40,26.0,0.0
1287,2.513671875,40,89.0,0.0
1288,2.515625,40,112.0,0.0
1289,2.517578125,40,120.0,0.0
1290,2.51953125,40,150.0,0.0
1291,2.521484375,40,98.0,0.0
1292,2.5234375,40,8.0,0.0
1293,2.525390625,40,-12.0,0.0
1294,2.52734375,40,27.0,0.0
1295,2.529296875,40,58.0,0.0
1296,2.53125,40,9.0,0.0
1297,2.533203125,40,-44.0,0.0
1298,2.53515625,40,-14.0,0.0
1299,2.537109375,40,44.0,0.0
1300,2.5390625,40,54.0,0.0
1301,2.541015625,40,50.0,0.0
1302,2.54296875,40,40.0,0.0
1303,2.544921875,40,39.0,0.0
1304,2.546875,40,68.0,0.0
1305,2.548828125,40,106.0,0.0
1306,2.55078125,40,55.0,0.0
1307,2.552734375,40,12.0,0.0
1308,2.5546875,40,-2.0,0.0
1309,2.556640625,40,-20.0,0.0
1310,2.55859375,40,-30.0,0.0
1311,2.560546875,40,-42.0,0.0
1312,2.5625,41,-65.0,0.0
1313,2.564453125,41,-73.0,0.0
1314,2.56640625,41,-50.0,0.0
1315,2.568359375,41,-39.0,0.0
1316,2.5703125,41,-58.0,0.0
1317,2.572265625,41,-33.0,0.0
1318,2.57421875,41,16.0,0.0
1319,2.576171875,41,9.0,0.0
1320,2.578125,41,-28.0,0.0
1321,2.580078125,41,-58.0,0.0
1322,2.58203125,41,-54.0,0.0
1323,2.583984375,41,-36.0,0.0
1324,2.5859375,41,16.0,0.0
1325,2.587890625,41,121.0,0.0
1326,2.58984375,41,162.0,0.0
1327,2.591796875,41,122.0,0.0
1328,2.59375,41,85.0,0.0
1329,2.595703125,41,101.0,0.0
1330,2.59765625,41,107.0,0.0
1331,2.599609375,41,66.0,0.0
1332,2.6015625,41,17.0,0.0
1333,2.603515625,41,-10.0,0.0
1334,2.60546875,41,-20.0,0.0
1335,2.607421875,41,-25.0,0.0
1336,2.609375,41,-5.0,0.0
1337,2.611328125,41,28.0,0.0
1338,2.61328125,41,58.0,0.0
1339,2.615234375,41,81.0,0.0
1340,2.6171875,41,68.0,0.0
1341,2.619140625,41,38.0,0.0
1342,2.62109375,41,-1.0,0.0
1343,2.623046875,41,-37.0,0.0
1344,2.625,42,-43.0,0.0
1345,2.626953125,42,-6.0,0.0
1346,2.62890625,42,44.0,0.0
1347,2.630859375,42,85.0,0.0
1348,2.6328125,42,87.0,0.0
1349,2.634765625,42,82.0,0.0
1350,2.63671875,42,104.0,0.0
1351,2.638671875,42,146.0,0.0
1352,2.640625,42,97.0,0.0
1353,2.642578125,42,28.0,0.0
1354,2.64453125,42,6.0,0.0
1355,2.646484375,42,-37.0,0.0
1356,2.6484375,42,-57.0,0.0
1357,2.650390625,42,-36.0,0.0
1358,2.65234375,42,2.0,0.0
1359,2.654296875,42,28.0,0.0
1360,2.65625,42,45.0,0.0
1361,2.658203125,42,44.0,0.0
1362,2.66015625,42,12.0,0.0
1363,2.662109375,42,-26.0,0.0
1364,2.6640625,42,-36.0,0.0
1365,2.666015625,42,-10.0,0.0
